2020-07-25 23:29:07,373 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-25 23:29:07,562 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-25 23:29:07,564 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-25 23:29:07,567 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-25 23:29:07,647 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-25 23:29:07,648 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-25 23:29:08,292 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-25 23:33:39,285 INFO  SwAddin.cs: 271 - Assembly export called for file full bot.SLDASM
2020-07-25 23:33:41,644 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-25 23:33:42,359 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-25 23:33:42,415 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from full bot.SLDASM
2020-07-25 23:33:42,494 INFO  ExportHelperExtension.cs: 1142 - Found 65 in full bot.SLDASM
2020-07-25 23:33:42,495 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in full bot.SLDASM
2020-07-25 23:33:42,496 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-25 23:33:42,499 INFO  ExportHelperExtension.cs: 1167 - 12 components to check
2020-07-25 23:33:42,501 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-1
2020-07-25 23:33:42,502 INFO  ExportHelperExtension.cs: 1142 - Found 26 in motor-1
2020-07-25 23:33:42,502 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-1
2020-07-25 23:33:42,503 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor_support-2
2020-07-25 23:33:42,504 INFO  ExportHelperExtension.cs: 1142 - Found 44 in motor_support-2
2020-07-25 23:33:42,505 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor_support-2
2020-07-25 23:33:42,506 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from L clamp-1
2020-07-25 23:33:42,507 INFO  ExportHelperExtension.cs: 1142 - Found 39 in L clamp-1
2020-07-25 23:33:42,508 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in L clamp-1
2020-07-25 23:33:42,509 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from chassis_plat-2
2020-07-25 23:33:42,509 INFO  ExportHelperExtension.cs: 1142 - Found 24 in chassis_plat-2
2020-07-25 23:33:42,510 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in chassis_plat-2
2020-07-25 23:33:42,511 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from camera_staff-1
2020-07-25 23:33:42,511 INFO  ExportHelperExtension.cs: 1142 - Found 30 in camera_staff-1
2020-07-25 23:33:42,512 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in camera_staff-1
2020-07-25 23:33:42,513 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from belt_left-2
2020-07-25 23:33:42,514 INFO  ExportHelperExtension.cs: 1142 - Found 44 in belt_left-2
2020-07-25 23:33:42,514 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in belt_left-2
2020-07-25 23:33:42,515 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from camera_rod-1
2020-07-25 23:33:42,516 INFO  ExportHelperExtension.cs: 1142 - Found 30 in camera_rod-1
2020-07-25 23:33:42,516 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in camera_rod-1
2020-07-25 23:33:42,517 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from chassis_plat-3
2020-07-25 23:33:42,518 INFO  ExportHelperExtension.cs: 1142 - Found 24 in chassis_plat-3
2020-07-25 23:33:42,518 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in chassis_plat-3
2020-07-25 23:33:42,519 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from belt_left-1
2020-07-25 23:33:42,520 INFO  ExportHelperExtension.cs: 1142 - Found 44 in belt_left-1
2020-07-25 23:33:42,522 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in belt_left-1
2020-07-25 23:33:42,522 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from chassis_plat-1
